claim_id,loss_date,type,state,paid_usd
HIST-02604,2023-09-23,glass,CA,15113.06
HIST-02605,2024-05-27,uninsured_motorist,GA,13453.98
HIST-02606,2023-11-02,collision,GA,11462.09
HIST-02607,2023-07-17,comprehensive,IL,14858.79
HIST-02608,2023-08-11,uninsured_motorist,FL,20903.53
HIST-02609,2023-06-05,comprehensive,GA,2634.83
HIST-02610,2022-02-16,glass,CA,5679.27
HIST-02611,2022-07-07,uninsured_motorist,NY,14408.04
HIST-02612,2024-04-24,comprehensive,WA,3409.52
HIST-02613,2022-10-13,uninsured_motorist,WA,20192.82
HIST-02614,2022-03-22,uninsured_motorist,CA,19938.30
HIST-02615,2022-09-20,liability,WA,12844.82
HIST-02616,2022-11-29,uninsured_motorist,WA,13069.40
HIST-02617,2024-03-12,uninsured_motorist,IL,7674.48
HIST-02618,2022-08-02,comprehensive,OH,16272.57
HIST-02619,2022-06-25,uninsured_motorist,IL,20279.98
HIST-02620,2024-02-09,comprehensive,TX,1000.49
HIST-02621,2024-03-29,glass,GA,20406.28
HIST-02622,2022-11-28,collision,IL,20273.22
HIST-02623,2022-09-01,comprehensive,FL,8689.69
HIST-02624,2022-12-21,glass,PA,21894.20
HIST-02625,2022-07-06,glass,PA,16535.82
HIST-02626,2022-08-06,liability,NY,20191.47
HIST-02627,2023-08-07,uninsured_motorist,PA,2947.86
HIST-02628,2023-03-21,collision,FL,21173.57
HIST-02629,2022-11-24,glass,OH,5638.50
HIST-02630,2022-07-23,liability,NY,8836.55
HIST-02631,2022-08-10,comprehensive,PA,12120.22
HIST-02632,2024-01-07,glass,OH,12709.75
HIST-02633,2023-07-24,glass,GA,12462.69
HIST-02634,2023-10-12,collision,FL,14709.22
HIST-02635,2023-01-19,glass,FL,20268.92
HIST-02636,2023-12-01,uninsured_motorist,FL,4477.07
HIST-02637,2022-09-25,glass,CA,2829.75
HIST-02638,2022-12-01,collision,TX,8891.58
HIST-02639,2022-12-08,glass,FL,13549.09
HIST-02640,2022-12-31,uninsured_motorist,NY,7125.51
HIST-02641,2024-04-13,liability,FL,11997.34
HIST-02642,2022-01-03,glass,PA,16191.36
HIST-02643,2022-04-24,glass,NY,15070.79
HIST-02644,2023-01-10,comprehensive,OH,7351.12
HIST-02645,2023-09-03,glass,IL,17861.71
HIST-02646,2024-02-01,comprehensive,NC,7844.80
HIST-02647,2023-11-19,glass,WA,17699.95
HIST-02648,2023-11-23,glass,FL,6435.91
HIST-02649,2024-01-13,collision,OH,12202.82
HIST-02650,2022-10-03,uninsured_motorist,IL,10508.71
HIST-02651,2023-10-04,glass,GA,18915.98
HIST-02652,2023-07-27,comprehensive,PA,21733.37
HIST-02653,2022-07-09,uninsured_motorist,NC,18323.35
HIST-02654,2023-05-11,liability,NY,11519.71
HIST-02655,2022-11-22,comprehensive,IL,11938.88
HIST-02656,2022-08-21,collision,WA,3288.99
HIST-02657,2023-03-10,collision,FL,6862.08
HIST-02658,2022-05-06,glass,GA,3150.88
HIST-02659,2022-01-22,liability,WA,1747.23
HIST-02660,2024-01-29,liability,NY,18453.73
HIST-02661,2023-01-05,uninsured_motorist,CA,5993.07
HIST-02662,2024-05-16,collision,NC,5122.16
HIST-02663,2023-08-23,glass,NY,2460.36
HIST-02664,2023-04-01,glass,NC,5266.99
HIST-02665,2023-08-27,uninsured_motorist,FL,4753.14
HIST-02666,2022-01-25,glass,CA,912.55
HIST-02667,2023-03-22,uninsured_motorist,IL,14547.41
HIST-02668,2022-12-18,comprehensive,PA,15347.33
HIST-02669,2023-11-07,liability,GA,10738.12
HIST-02670,2022-10-17,comprehensive,PA,9074.57
HIST-02671,2023-04-30,collision,IL,18475.66
HIST-02672,2023-09-04,comprehensive,GA,13003.06
HIST-02673,2022-03-01,liability,WA,17098.15
HIST-02674,2023-03-10,comprehensive,CA,10406.03
HIST-02675,2022-07-11,collision,FL,20383.32
HIST-02676,2024-03-22,collision,OH,5108.89
HIST-02677,2022-05-01,comprehensive,TX,19073.60
HIST-02678,2024-05-20,liability,CA,8757.47
HIST-02679,2023-06-07,glass,NY,7900.20
HIST-02680,2022-05-04,uninsured_motorist,OH,12666.38
HIST-02681,2022-07-07,liability,WA,410.19
HIST-02682,2022-01-20,liability,TX,21564.70
HIST-02683,2024-03-17,liability,PA,3115.50
HIST-02684,2022-08-12,glass,WA,4934.47
HIST-02685,2024-04-12,uninsured_motorist,PA,11113.68
HIST-02686,2023-03-27,comprehensive,NY,4714.26
HIST-02687,2023-12-19,comprehensive,NC,3488.02
HIST-02688,2022-05-25,comprehensive,GA,8514.04
HIST-02689,2024-03-17,comprehensive,TX,3651.56
HIST-02690,2023-07-15,comprehensive,CA,20329.70
HIST-02691,2024-01-17,liability,NY,304.29
HIST-02692,2022-10-14,uninsured_motorist,NY,6274.32
HIST-02693,2024-02-25,collision,CA,20251.10
HIST-02694,2024-05-18,comprehensive,TX,2730.00
HIST-02695,2023-03-21,glass,GA,7111.86
HIST-02696,2023-08-31,comprehensive,NC,9004.99
HIST-02697,2022-08-14,collision,TX,14770.19
HIST-02698,2022-06-12,uninsured_motorist,FL,9611.63
HIST-02699,2022-02-27,uninsured_motorist,GA,19044.29
HIST-02700,2022-06-06,liability,OH,20479.98
HIST-02701,2023-09-11,collision,PA,19858.75
HIST-02702,2024-02-12,glass,OH,12935.63
HIST-02703,2024-03-07,collision,TX,19273.67
HIST-02704,2022-05-14,uninsured_motorist,TX,5452.87
HIST-02705,2022-04-20,collision,WA,17981.81
HIST-02706,2023-10-15,uninsured_motorist,TX,6289.24
HIST-02707,2024-04-23,collision,IL,17481.14
HIST-02708,2023-03-15,glass,GA,18014.45
HIST-02709,2022-11-09,glass,FL,15745.97
HIST-02710,2023-01-25,liability,FL,14702.52
HIST-02711,2023-07-01,glass,WA,11477.01
HIST-02712,2022-11-03,liability,NY,5583.13
HIST-02713,2023-01-17,comprehensive,NY,15524.78
HIST-02714,2023-10-02,liability,PA,19197.96
HIST-02715,2022-10-08,collision,OH,7649.45
HIST-02716,2023-03-28,uninsured_motorist,WA,353.60
HIST-02717,2023-11-04,comprehensive,NY,10458.74
HIST-02718,2022-05-23,liability,IL,17502.66
HIST-02719,2023-06-16,uninsured_motorist,OH,12847.74
HIST-02720,2024-03-07,comprehensive,TX,10161.19
HIST-02721,2024-04-10,glass,NY,19385.31
HIST-02722,2024-02-11,collision,IL,13775.78
HIST-02723,2022-12-02,uninsured_motorist,OH,1056.05
HIST-02724,2024-04-05,collision,NY,5959.34
HIST-02725,2022-03-08,collision,WA,18771.69
HIST-02726,2024-05-10,glass,NY,12341.70
HIST-02727,2022-05-24,comprehensive,WA,9664.00
HIST-02728,2023-08-17,uninsured_motorist,PA,21307.87
HIST-02729,2022-02-05,glass,NY,2041.37
HIST-02730,2023-01-20,glass,PA,11194.99
HIST-02731,2024-03-10,comprehensive,GA,19274.95
HIST-02732,2022-05-20,comprehensive,TX,4775.61
HIST-02733,2022-07-23,uninsured_motorist,NC,4559.84
HIST-02734,2023-07-28,collision,TX,7467.74
HIST-02735,2023-11-20,glass,OH,21479.94
HIST-02736,2023-07-17,uninsured_motorist,TX,8288.62
HIST-02737,2022-08-12,comprehensive,OH,5681.44
HIST-02738,2023-02-20,liability,OH,11825.47
HIST-02739,2022-07-08,glass,WA,10559.10
HIST-02740,2023-06-10,comprehensive,OH,10449.91
HIST-02741,2022-12-26,collision,PA,16261.82
HIST-02742,2022-01-27,uninsured_motorist,WA,12442.15
HIST-02743,2023-08-27,glass,IL,8150.12
HIST-02744,2022-03-18,liability,IL,1643.35
HIST-02745,2023-02-27,uninsured_motorist,GA,12444.56
HIST-02746,2023-10-11,comprehensive,OH,5687.40
HIST-02747,2022-05-24,liability,PA,8674.96
HIST-02748,2023-02-04,comprehensive,FL,16870.65
HIST-02749,2023-03-25,liability,OH,16514.78
HIST-02750,2022-01-22,uninsured_motorist,TX,12328.60
HIST-02751,2022-07-20,collision,IL,9532.90
HIST-02752,2023-11-26,comprehensive,PA,6885.06
HIST-02753,2023-10-02,liability,NC,21043.84
HIST-02754,2022-09-12,comprehensive,IL,14387.65
HIST-02755,2022-03-21,glass,PA,5095.87
HIST-02756,2024-05-30,uninsured_motorist,NC,18691.98
HIST-02757,2023-09-11,uninsured_motorist,FL,5284.07
HIST-02758,2023-09-02,glass,GA,20680.82
HIST-02759,2022-02-20,comprehensive,NY,8737.67
HIST-02760,2022-06-06,uninsured_motorist,GA,3033.17
HIST-02761,2023-03-20,uninsured_motorist,NC,10870.67
HIST-02762,2022-10-10,uninsured_motorist,NY,2182.55
HIST-02763,2023-03-14,uninsured_motorist,OH,13979.06
HIST-02764,2023-10-02,comprehensive,IL,7378.49
HIST-02765,2022-06-30,comprehensive,FL,7988.98
HIST-02766,2022-05-06,glass,IL,20215.89
HIST-02767,2023-02-06,glass,GA,7599.38
HIST-02768,2023-12-28,glass,GA,6574.54
HIST-02769,2022-11-28,comprehensive,TX,4114.09
HIST-02770,2022-12-28,comprehensive,NY,4341.56
HIST-02771,2022-08-03,comprehensive,WA,19050.18
HIST-02772,2024-03-15,collision,OH,1668.77
HIST-02773,2023-08-05,collision,CA,8315.64
HIST-02774,2023-03-09,comprehensive,WA,668.93
HIST-02775,2023-08-26,collision,NY,17676.06
HIST-02776,2022-06-28,uninsured_motorist,NC,10675.23
HIST-02777,2023-05-20,comprehensive,IL,13537.26
HIST-02778,2023-03-02,uninsured_motorist,NC,11679.62
HIST-02779,2022-01-01,comprehensive,IL,5615.88
HIST-02780,2022-02-23,liability,CA,3929.36
HIST-02781,2022-09-13,comprehensive,GA,6107.77
HIST-02782,2024-01-31,glass,FL,4457.23
HIST-02783,2023-09-28,glass,OH,656.72
HIST-02784,2022-09-23,glass,NC,8180.00
HIST-02785,2022-07-21,uninsured_motorist,IL,21359.63
HIST-02786,2022-04-15,liability,CA,2307.10
HIST-02787,2023-04-26,glass,NC,11366.52
HIST-02788,2024-05-28,liability,NY,4434.88
HIST-02789,2024-03-27,comprehensive,FL,7500.81
HIST-02790,2023-06-16,comprehensive,FL,4341.11
HIST-02791,2024-05-26,glass,FL,13619.33
HIST-02792,2022-11-21,collision,TX,10880.70
HIST-02793,2023-09-06,comprehensive,OH,13879.86
HIST-02794,2022-09-27,collision,OH,13581.49
HIST-02795,2022-01-22,liability,GA,15094.92
HIST-02796,2024-04-05,uninsured_motorist,NC,279.02
HIST-02797,2022-10-21,glass,NY,11325.36
HIST-02798,2022-01-12,liability,PA,2519.01
HIST-02799,2024-03-28,glass,TX,5500.42
HIST-02800,2024-02-05,glass,PA,9643.13
HIST-02801,2022-06-26,liability,IL,2794.46
HIST-02802,2024-03-04,liability,IL,19874.65
HIST-02803,2024-05-28,glass,TX,2787.69
HIST-02804,2024-01-04,collision,NY,4661.43
HIST-02805,2023-03-15,comprehensive,WA,13979.70
HIST-02806,2024-01-14,uninsured_motorist,GA,15899.31
HIST-02807,2022-05-14,comprehensive,GA,5832.66
HIST-02808,2023-10-24,uninsured_motorist,CA,2307.91
HIST-02809,2023-05-12,collision,CA,5283.42
HIST-02810,2023-08-04,glass,IL,12621.66
HIST-02811,2024-03-23,collision,FL,3872.19
HIST-02812,2022-07-29,collision,GA,2935.60
HIST-02813,2023-01-06,collision,OH,17407.16
HIST-02814,2022-01-18,uninsured_motorist,NY,12595.78
HIST-02815,2024-03-22,glass,CA,19613.37
HIST-02816,2023-05-27,collision,FL,9721.60
HIST-02817,2022-08-08,collision,CA,2990.84
HIST-02818,2022-12-03,liability,PA,16424.59
HIST-02819,2024-04-20,collision,CA,9900.43
HIST-02820,2023-05-04,liability,OH,11181.76
HIST-02821,2022-05-31,collision,NY,1348.80
HIST-02822,2023-07-26,uninsured_motorist,IL,6639.15
HIST-02823,2022-11-29,collision,IL,21375.88
HIST-02824,2023-01-19,comprehensive,IL,12066.92
HIST-02825,2024-01-20,uninsured_motorist,CA,6813.40
HIST-02826,2024-01-10,comprehensive,TX,502.90
HIST-02827,2023-09-20,uninsured_motorist,NC,10632.33
HIST-02828,2022-01-27,glass,NY,3378.58
HIST-02829,2023-11-26,uninsured_motorist,OH,4780.74
HIST-02830,2022-08-17,comprehensive,IL,21198.26
HIST-02831,2024-04-19,uninsured_motorist,TX,2900.88
HIST-02832,2024-03-26,uninsured_motorist,TX,16280.50
HIST-02833,2022-09-26,liability,WA,21604.08
HIST-02834,2023-08-15,glass,OH,4292.10
HIST-02835,2023-09-18,uninsured_motorist,NY,17215.17
HIST-02836,2023-08-19,glass,NC,6771.04
HIST-02837,2022-01-12,liability,IL,20267.98
HIST-02838,2022-10-31,uninsured_motorist,CA,16676.10
HIST-02839,2024-05-13,uninsured_motorist,OH,8872.28
HIST-02840,2023-08-03,liability,GA,20183.15
HIST-02841,2024-02-24,collision,NC,3498.41
HIST-02842,2023-03-27,collision,CA,5596.76
HIST-02843,2022-12-24,collision,GA,21477.42
HIST-02844,2023-11-22,glass,IL,14544.36
HIST-02845,2024-02-10,comprehensive,OH,18880.41
HIST-02846,2024-01-17,glass,OH,15000.64
HIST-02847,2022-06-12,comprehensive,WA,14301.30
HIST-02848,2023-08-11,uninsured_motorist,NY,15082.01
HIST-02849,2022-06-16,collision,TX,9291.17
HIST-02850,2022-02-13,liability,NY,6826.97
HIST-02851,2023-09-16,uninsured_motorist,FL,1408.55
HIST-02852,2023-01-01,comprehensive,IL,11588.50
HIST-02853,2024-01-12,uninsured_motorist,FL,6915.12
HIST-02854,2023-05-17,uninsured_motorist,GA,2336.64
HIST-02855,2022-09-27,uninsured_motorist,IL,3928.08
HIST-02856,2024-06-12,comprehensive,CA,3557.75
HIST-02857,2022-04-26,uninsured_motorist,PA,18372.13
HIST-02858,2022-05-01,glass,OH,17630.87
HIST-02859,2023-11-02,glass,FL,15781.64
HIST-02860,2023-08-27,liability,WA,1387.32
HIST-02861,2023-03-29,glass,NY,2909.64
HIST-02862,2023-11-12,collision,NC,19902.68
HIST-02863,2023-08-28,glass,TX,1623.10
HIST-02864,2024-05-07,liability,TX,1437.91
HIST-02865,2023-10-02,glass,WA,13209.78
HIST-02866,2024-02-22,liability,OH,11271.76
HIST-02867,2024-01-06,glass,CA,2515.66
HIST-02868,2023-08-14,collision,TX,18182.56
HIST-02869,2024-05-14,glass,NC,12121.22
HIST-02870,2022-09-07,uninsured_motorist,WA,11021.65
HIST-02871,2022-10-26,uninsured_motorist,PA,6835.29
HIST-02872,2023-05-09,collision,NY,7881.43
HIST-02873,2024-02-09,uninsured_motorist,GA,4575.50
HIST-02874,2023-10-09,comprehensive,IL,4835.52
HIST-02875,2024-01-19,collision,CA,2919.62
HIST-02876,2023-12-24,comprehensive,WA,17991.80
HIST-02877,2023-12-11,collision,NC,6468.74
HIST-02878,2023-02-20,uninsured_motorist,IL,5987.33
HIST-02879,2023-05-09,glass,FL,2798.90
HIST-02880,2024-04-22,uninsured_motorist,GA,18215.63
HIST-02881,2023-10-15,glass,NY,7142.43
HIST-02882,2022-10-30,comprehensive,TX,11967.53
HIST-02883,2023-10-14,comprehensive,NY,12122.79
HIST-02884,2022-11-17,liability,IL,10481.84
HIST-02885,2023-04-04,uninsured_motorist,GA,9490.66
HIST-02886,2023-02-10,comprehensive,OH,15331.08
HIST-02887,2023-11-09,collision,FL,19569.92
HIST-02888,2023-04-26,collision,GA,16938.21
HIST-02889,2022-04-20,uninsured_motorist,NY,8743.92
HIST-02890,2023-02-17,liability,FL,7656.86
HIST-02891,2022-03-14,collision,GA,8163.42
HIST-02892,2024-03-25,liability,WA,478.37
HIST-02893,2023-01-15,comprehensive,IL,6354.72
HIST-02894,2022-07-15,comprehensive,IL,8868.71
HIST-02895,2023-10-04,liability,TX,16895.52
HIST-02896,2022-05-14,uninsured_motorist,WA,3473.37
HIST-02897,2024-01-25,uninsured_motorist,OH,6297.96
HIST-02898,2023-05-29,uninsured_motorist,NY,17577.98
HIST-02899,2022-08-18,liability,GA,10962.93
HIST-02900,2024-06-15,liability,CA,11757.33
HIST-02901,2022-02-10,comprehensive,GA,17076.61
HIST-02902,2023-09-24,collision,FL,7137.19
HIST-02903,2023-02-06,collision,NC,11530.52
HIST-02904,2022-06-12,collision,PA,13099.80
HIST-02905,2022-10-23,uninsured_motorist,FL,13615.96
HIST-02906,2023-12-30,comprehensive,NY,8583.12
HIST-02907,2024-01-28,glass,TX,1273.17
HIST-02908,2022-02-13,glass,NC,7144.12
HIST-02909,2022-01-15,liability,OH,15668.21
HIST-02910,2023-01-29,liability,WA,19544.25
HIST-02911,2023-06-02,uninsured_motorist,PA,13360.26
HIST-02912,2022-05-29,collision,GA,7655.80
HIST-02913,2023-06-15,comprehensive,CA,1762.29
HIST-02914,2023-08-21,uninsured_motorist,NY,19893.01
HIST-02915,2022-09-05,glass,PA,4943.18
HIST-02916,2024-01-25,uninsured_motorist,IL,14540.13
HIST-02917,2022-04-13,glass,GA,21820.63
HIST-02918,2022-09-17,uninsured_motorist,TX,9634.12
HIST-02919,2022-03-31,glass,CA,1664.93
HIST-02920,2022-08-27,glass,NC,7030.22
HIST-02921,2022-09-08,liability,TX,829.10
HIST-02922,2023-11-22,collision,GA,13388.99
HIST-02923,2022-01-09,liability,IL,709.31
HIST-02924,2024-01-14,collision,WA,13739.33
HIST-02925,2023-05-29,uninsured_motorist,OH,9551.21
HIST-02926,2022-01-22,liability,NY,18506.65
HIST-02927,2023-05-13,uninsured_motorist,FL,13460.92
HIST-02928,2023-05-23,liability,NY,6536.99
HIST-02929,2024-01-11,liability,PA,2226.27
HIST-02930,2022-03-06,uninsured_motorist,OH,5770.69
HIST-02931,2023-06-16,comprehensive,NY,21523.47
HIST-02932,2023-09-09,liability,TX,481.55
HIST-02933,2022-03-01,comprehensive,WA,7267.14
HIST-02934,2023-10-28,liability,FL,15935.15
HIST-02935,2023-01-30,comprehensive,FL,15097.27
HIST-02936,2023-04-14,comprehensive,GA,9614.30
HIST-02937,2024-04-28,liability,CA,20759.35
HIST-02938,2022-06-10,comprehensive,OH,9675.98
HIST-02939,2023-10-01,glass,CA,13240.94
HIST-02940,2022-08-05,liability,NC,8677.08
HIST-02941,2022-11-12,liability,IL,882.34
HIST-02942,2022-08-29,uninsured_motorist,NY,9100.26
HIST-02943,2022-02-16,uninsured_motorist,CA,19464.87
HIST-02944,2023-01-07,collision,OH,14509.12
HIST-02945,2022-01-23,collision,IL,8106.12
HIST-02946,2022-10-18,liability,NY,9609.81
HIST-02947,2023-08-30,liability,CA,18631.81
HIST-02948,2022-07-04,liability,CA,8035.99
HIST-02949,2023-12-03,liability,FL,9391.58
HIST-02950,2023-04-30,comprehensive,FL,2780.14
HIST-02951,2024-06-18,liability,IL,20997.96
HIST-02952,2022-11-12,liability,WA,1443.32
HIST-02953,2024-02-15,comprehensive,PA,17057.33
HIST-02954,2023-05-04,comprehensive,CA,20713.29
HIST-02955,2023-02-07,glass,OH,17528.80
HIST-02956,2023-03-31,collision,GA,11718.53
HIST-02957,2023-04-01,glass,GA,4804.62
HIST-02958,2022-02-22,uninsured_motorist,OH,19503.78
HIST-02959,2023-08-31,liability,GA,6210.08
HIST-02960,2023-02-05,collision,NY,7465.64
HIST-02961,2023-11-12,liability,CA,11866.40
HIST-02962,2023-06-22,glass,NY,17542.75
HIST-02963,2022-01-17,comprehensive,TX,21590.43
HIST-02964,2022-08-25,comprehensive,CA,20229.06
HIST-02965,2022-03-02,comprehensive,FL,19912.32
HIST-02966,2023-06-04,uninsured_motorist,TX,17007.63
HIST-02967,2023-12-06,uninsured_motorist,NY,6457.56
HIST-02968,2022-05-08,liability,WA,13122.15
HIST-02969,2022-09-24,comprehensive,WA,10575.58
HIST-02970,2023-04-20,comprehensive,NY,11110.06
HIST-02971,2023-02-18,liability,FL,2793.13
HIST-02972,2023-02-14,comprehensive,GA,19128.90
HIST-02973,2023-09-17,collision,NC,4295.85
HIST-02974,2023-12-25,liability,GA,14535.16
HIST-02975,2023-03-02,liability,CA,5767.40
HIST-02976,2023-01-21,comprehensive,GA,8955.64
HIST-02977,2022-07-19,collision,GA,3599.04
HIST-02978,2023-02-12,glass,GA,13348.90
HIST-02979,2022-12-29,uninsured_motorist,FL,15034.09
HIST-02980,2022-04-26,liability,IL,19267.68
HIST-02981,2022-03-29,liability,CA,6894.07
HIST-02982,2024-03-18,glass,NY,7617.70
HIST-02983,2022-02-19,comprehensive,NC,3184.91
HIST-02984,2022-08-11,liability,WA,4597.59
HIST-02985,2024-03-01,glass,IL,16446.38
HIST-02986,2024-01-19,liability,CA,15573.17
HIST-02987,2023-01-20,uninsured_motorist,IL,10887.52
HIST-02988,2024-02-06,glass,OH,16976.83
HIST-02989,2023-11-20,collision,NC,4404.33
HIST-02990,2023-01-19,comprehensive,GA,12014.86
HIST-02991,2024-04-06,liability,OH,6500.41
HIST-02992,2024-03-12,comprehensive,NC,12319.00
HIST-02993,2024-05-02,glass,TX,14408.18
HIST-02994,2023-03-14,uninsured_motorist,FL,3233.02
HIST-02995,2022-11-19,collision,NC,9295.94
HIST-02996,2022-10-20,liability,TX,15501.89
HIST-02997,2022-02-16,liability,FL,2695.42
HIST-02998,2023-10-25,uninsured_motorist,WA,17847.89
HIST-02999,2022-08-20,uninsured_motorist,NY,3106.15
HIST-03000,2023-10-14,liability,OH,7202.13
HIST-03001,2022-04-03,glass,NC,19860.82
HIST-03002,2022-02-24,collision,OH,8413.22
HIST-03003,2023-03-04,uninsured_motorist,CA,11737.31
HIST-03004,2024-04-04,glass,FL,9275.42
HIST-03005,2022-02-14,glass,IL,4656.88
HIST-03006,2022-06-11,uninsured_motorist,NY,11326.54
HIST-03007,2022-05-14,collision,TX,19229.47
HIST-03008,2023-12-17,comprehensive,FL,14366.52
HIST-03009,2022-12-24,uninsured_motorist,GA,20902.40
HIST-03010,2023-07-05,uninsured_motorist,GA,2856.89
HIST-03011,2022-04-15,collision,FL,11182.28
HIST-03012,2023-09-09,collision,NY,20328.10
HIST-03013,2024-05-03,liability,TX,11600.01
HIST-03014,2022-06-03,uninsured_motorist,NY,15256.40
HIST-03015,2022-08-21,glass,TX,11350.54
HIST-03016,2022-02-26,comprehensive,CA,18546.37
HIST-03017,2024-01-20,glass,CA,16207.98
HIST-03018,2024-04-15,comprehensive,CA,8477.61
HIST-03019,2022-01-26,collision,PA,19306.01
HIST-03020,2024-03-20,glass,CA,7809.99
HIST-03021,2023-09-05,collision,NY,11970.13
HIST-03022,2022-02-21,glass,NY,14077.26
HIST-03023,2022-07-06,uninsured_motorist,GA,10409.26
HIST-03024,2022-06-21,collision,OH,6202.77
HIST-03025,2023-02-16,uninsured_motorist,PA,17955.13
HIST-03026,2023-06-22,liability,IL,18177.69
HIST-03027,2022-02-23,liability,FL,6057.22
HIST-03028,2024-01-02,glass,TX,18468.13
HIST-03029,2024-05-25,liability,TX,7209.25
HIST-03030,2023-05-06,liability,IL,11997.33
HIST-03031,2023-02-13,comprehensive,NY,21538.24
HIST-03032,2022-03-07,glass,GA,9963.14
HIST-03033,2022-01-19,uninsured_motorist,IL,10512.11
HIST-03034,2024-02-07,comprehensive,OH,10347.69
HIST-03035,2022-10-08,uninsured_motorist,PA,10007.75
HIST-03036,2024-03-22,uninsured_motorist,TX,18657.65
HIST-03037,2023-10-10,collision,NC,6493.77
HIST-03038,2023-02-19,collision,CA,4408.74
HIST-03039,2022-03-14,liability,PA,12195.90
HIST-03040,2023-07-24,collision,NC,2442.01
HIST-03041,2022-10-31,glass,TX,19426.74
HIST-03042,2023-04-25,glass,NY,10487.09
HIST-03043,2022-05-05,uninsured_motorist,CA,8244.46
HIST-03044,2022-03-22,uninsured_motorist,FL,11886.20
HIST-03045,2023-08-16,uninsured_motorist,CA,11235.63
HIST-03046,2023-10-11,collision,WA,14167.78
HIST-03047,2023-01-14,collision,CA,8831.60
HIST-03048,2022-01-16,glass,OH,17799.53
HIST-03049,2023-12-25,comprehensive,GA,18240.16
HIST-03050,2022-02-12,uninsured_motorist,WA,18981.35
HIST-03051,2023-11-03,comprehensive,TX,2148.40
HIST-03052,2024-06-05,comprehensive,OH,17884.38
HIST-03053,2022-06-29,comprehensive,IL,6608.11
HIST-03054,2022-10-08,liability,WA,16184.12
HIST-03055,2023-06-10,glass,PA,9668.19
HIST-03056,2024-03-12,collision,IL,1460.89
HIST-03057,2024-03-26,collision,TX,21223.08
HIST-03058,2023-01-23,collision,GA,19991.55
HIST-03059,2022-11-01,glass,IL,3854.73
HIST-03060,2023-11-04,uninsured_motorist,NC,2881.85
HIST-03061,2023-04-05,glass,OH,18768.64
HIST-03062,2022-07-28,collision,GA,9548.10
HIST-03063,2024-01-24,collision,OH,7931.80
HIST-03064,2023-08-18,glass,NY,15318.60
HIST-03065,2022-03-11,uninsured_motorist,CA,6281.89
HIST-03066,2022-08-02,collision,WA,6772.23
HIST-03067,2024-02-10,liability,CA,18757.86
HIST-03068,2023-06-26,uninsured_motorist,NC,14986.27
HIST-03069,2023-05-27,glass,WA,6548.49
HIST-03070,2022-04-07,collision,PA,18918.84
HIST-03071,2023-07-16,uninsured_motorist,OH,16025.86
HIST-03072,2022-01-09,collision,CA,12868.00
HIST-03073,2023-02-15,liability,CA,11459.34
HIST-03074,2024-01-02,glass,NC,1828.50
HIST-03075,2024-04-29,collision,IL,13562.77
HIST-03076,2022-01-21,collision,IL,5824.12
HIST-03077,2024-03-12,liability,WA,12754.10
HIST-03078,2024-06-09,uninsured_motorist,OH,12985.07
HIST-03079,2024-02-25,collision,OH,17936.65
HIST-03080,2022-05-23,glass,NY,9126.78
HIST-03081,2023-05-02,glass,TX,18649.84
HIST-03082,2024-04-08,liability,IL,17785.66
HIST-03083,2022-05-29,liability,TX,9385.51
HIST-03084,2023-07-22,uninsured_motorist,NC,18008.15
HIST-03085,2023-10-08,glass,NY,9006.85
HIST-03086,2022-01-24,uninsured_motorist,NC,5143.25
HIST-03087,2022-04-23,comprehensive,TX,18791.64
HIST-03088,2023-07-31,comprehensive,PA,15588.75
HIST-03089,2022-12-10,comprehensive,NC,453.47
HIST-03090,2022-01-30,uninsured_motorist,WA,17681.16
HIST-03091,2023-05-23,collision,WA,9812.72
HIST-03092,2024-05-06,uninsured_motorist,IL,11484.23
HIST-03093,2022-11-23,uninsured_motorist,NC,16933.06
HIST-03094,2022-09-26,collision,PA,20447.97
HIST-03095,2022-05-03,comprehensive,NC,3029.61
HIST-03096,2023-02-22,glass,WA,3840.76
HIST-03097,2023-03-08,collision,FL,2143.99
HIST-03098,2023-08-05,uninsured_motorist,GA,9656.59
HIST-03099,2024-03-11,collision,FL,21931.22
HIST-03100,2023-07-05,comprehensive,TX,13992.52
HIST-03101,2022-09-17,comprehensive,NC,15663.36
HIST-03102,2022-06-12,uninsured_motorist,GA,11839.14
HIST-03103,2022-06-04,uninsured_motorist,GA,748.50
HIST-03104,2024-06-19,comprehensive,NC,17452.48
HIST-03105,2022-06-29,uninsured_motorist,IL,699.29
HIST-03106,2023-07-25,liability,OH,832.92
HIST-03107,2023-01-31,glass,OH,4161.92
HIST-03108,2022-01-21,liability,NC,8437.63
HIST-03109,2023-06-24,collision,IL,1145.03
HIST-03110,2022-08-25,uninsured_motorist,OH,6372.33
HIST-03111,2022-07-11,comprehensive,TX,13766.07
HIST-03112,2023-02-04,collision,NY,19077.26
HIST-03113,2023-07-31,glass,FL,14512.89
HIST-03114,2023-08-26,glass,FL,2337.55
HIST-03115,2024-03-25,liability,GA,5066.55
HIST-03116,2023-01-02,uninsured_motorist,CA,18635.75
HIST-03117,2024-03-19,collision,GA,6839.14
HIST-03118,2024-06-03,glass,FL,6120.34
HIST-03119,2022-05-30,uninsured_motorist,NY,11655.15
HIST-03120,2023-08-30,glass,WA,3316.84
HIST-03121,2023-09-22,glass,FL,13737.75
HIST-03122,2024-05-26,liability,OH,11423.32
